CLocus_15533_3, 10
CLocus_7041_3, 4
CLocus_29775_3, 3
CLocus_19670_3, 1
CLocus_14752_1, 0
CLocus_128553_0, 1
CLocus_57868_5, 18
CLocus_117970_3, 14
CLocus_67903_1, 25
CLocus_412748_0, 10
CLocus_65906_4, 20
CLocus_113107_0, 1
CLocus_411487_0, 1
CLocus_57720_2, 1
CLocus_133977_0, 13
CLocus_131931_4, 4
CLocus_463691_3, 13
CLocus_72746_0, 43
CLocus_117970_1, 24
CLocus_74750_2, 16
CLocus_411031_0, 2
CLocus_131038_1, 5
CLocus_45384_2, 3
CLocus_69900_5, 9
CLocus_86842_5, 68
CLocus_57720_0, 0
CLocus_16063_0, 17
CLocus_7041_0, 3
CLocus_26394_5, 7
CLocus_110494_2, 7
CLocus_128975_1, 0
CLocus_26394_7, 11
CLocus_109443_0, 33
CLocus_63305_6, 26
CLocus_17616_0, 10
CLocus_19489_6, 4
CLocus_78660_0, 0
CLocus_72268_1, 18
CLocus_58665_6, 3
CLocus_84748_1, 16
CLocus_7300_1, 37
CLocus_134332_7, 9
CLocus_49901_2, 3
CLocus_7041_2, 3
CLocus_463351_0, 15
CLocus_17616_3, 8
CLocus_72985_0, 0
CLocus_65906_9, 16
CLocus_58665_1, 2
CLocus_43770_6, 19
CLocus_465138_3, 2
CLocus_65906_5, 6
CLocus_129175_1, 4
CLocus_30760_1, 22
CLocus_111794_1, 21
CLocus_15453_2, 9
CLocus_49901_0, 27
CLocus_128553_3, 1
CLocus_16548_1, 14
CLocus_69429_0, 23
CLocus_26394_0, 9
CLocus_63305_2, 17
CLocus_34762_4, 19
CLocus_69900_0, 5
CLocus_110494_4, 9
CLocus_97312_0, 1
CLocus_30541_1, 2
CLocus_52528_1, 6
CLocus_7300_0, 22
CLocus_129175_0, 6
CLocus_55804_0, 19
CLocus_7041_1, 0
CLocus_19489_1, 4
CLocus_133977_7, 38
CLocus_56728_4, 11
CLocus_57934_2, 4
CLocus_80147_1, 5
CLocus_69429_4, 20
